1,0.12449100624
2,0.02680701897
3,0.0095674238
4,0.0039788334
5,0.00268403113
6,0.00209032365
7,0.00210806216
8,0.00235415505
9,0.2196313478699536
10,0.00266852293
11,0.1286168795096658
12,0.09608813561501314
13,0.07134273278342902
14,0.052825885263646205
15,0.03957671759346569
16,0.03021770055842223
17,0.02388110462927626
18,0.019990820762396302
19,0.01814193170966715
20,0.018277555908745042
21,0.020202381727077504
22,0.024384011121276084
23,0.03154117617189814
24,0.0425908345559679
1,0.12448694123397455
2,0.02679835170012296
3,0.009550540551506878
4,0.0039470542548049985
5,0.0026268243432603835
1,65.04834073325232
2,266.2400307098775
3,1145.6740347246011
1,0.12448694123397458
2,0.026798351700122947
3,0.009550540551506888
1,0.12448694123397455
2,0.02679835170012296
3,0.009550540551506878
4,3268.4862999442216
1,0.9999610593738353
2,0.9992908060856162
1,0.12448694123397455
2,0.02679835170012296
3,0.009550540551506878
4,0.0039470542548049985
6,0.001990150974869057
5,4822.718595391603
5,0.0026268243432603835
